No,Name,Year,Team,Position,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR,WPA,Salary
129,오준혁,2016,K,RF,47,144,132,18,35,8,4,2,57,15,1,2,9,1,0,38,2,2,0,.265,.317,.432,.749,.330,80.3,0.15,-0.92,"3,300"
130,박광열,2016,N,C,13,15,15,0,6,0,0,0,6,0,0,0,0,0,0,3,1,0,0,.400,.400,.400,.800,.378,115.9,0.13,-0.10,"3,000"
131,박준혁,2016,한,RF,6,9,8,3,3,2,0,0,5,3,0,0,1,0,0,2,1,0,0,.375,.444,.625,1.069,.471,173.3,0.13,0.31,"2,400"
132,허도환,2016,한,C,48,93,78,9,17,8,0,0,25,12,0,0,6,5,0,21,2,4,0,.218,.315,.321,.635,.291,55.3,0.11,-0.12,"7,500"
133,박기혁,2016,k,SS,117,348,308,36,84,13,0,2,103,34,0,2,27,1,0,53,8,10,2,.273,.331,.334,.666,.306,64.1,0.10,-0.29,"15,000"
134,김웅빈,2016,넥,2B,10,15,14,4,6,0,0,1,9,4,0,0,0,0,0,3,0,0,1,.429,.400,.643,1.043,.441,150.7,0.10,0.25,"2,700"
135,이상호,2016,N,2B,15,27,25,1,7,2,0,0,9,1,3,0,0,2,0,4,3,0,0,.280,.333,.360,.693,.326,80.8,0.10,0.19,"4,000"
136,김원섭,2016,K,RF,37,90,73,10,16,5,0,0,21,12,1,0,15,0,0,16,2,1,1,.219,.348,.288,.636,.311,67.8,0.08,0.38,"15,000"
137,장시윤,2016,넥,2B,9,14,10,3,2,0,0,0,2,0,0,0,3,1,0,2,1,0,0,.200,.429,.200,.629,.350,92.7,0.07,-0.14,"3,300"
138,양석환,2016,L,1B,80,215,203,24,56,10,1,6,86,37,3,0,6,1,0,48,1,3,2,.276,.297,.424,.721,.315,74.9,0.06,0.96,"7,000"
140,권정웅,2016,삼,C,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,.944,482.7,0.06,0.00,"2,700"
141,조윤준,2016,L,C,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,.944,475.4,0.05,0.01,"3,000"
143,정수빈,2016,두,CF,114,305,269,49,65,7,2,2,82,20,12,4,25,6,0,48,7,4,1,.242,.319,.305,.624,.296,58.1,0.05,-0.89,"28,000"
144,신현철,2016,k,3B,35,25,24,3,7,2,0,0,9,2,0,0,0,1,0,12,0,0,0,.292,.320,.375,.695,.322,72.1,0.05,-0.08,"3,000"
145,박세혁,2016,두,C,87,210,172,26,36,5,1,5,58,23,2,2,22,2,0,45,1,11,3,.209,.302,.337,.639,.281,51.9,0.04,-0.36,"3,000"
146,조성모,2016,S,,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.472,176.9,0.04,0.00,"2,700"
148,황선도,2016,삼,CF,1,4,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,.333,.500,.333,.833,.423,141.6,0.04,-0.05,"2,700"
149,정주후,2016,k,,12,3,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-133.8,0.04,0.19,"2,700"
150,권희동,2016,N,LF,14,47,41,4,11,0,0,1,14,9,0,1,5,1,0,9,0,0,0,.268,.362,.341,.703,.337,87.9,0.04,0.09,"5,100"
151,김태진,2016,N,3B,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,.472,177.0,0.03,0.00,"3,000"
152,한동민,2016,S,LF,6,20,18,3,5,0,0,0,5,0,1,0,1,1,0,5,0,0,0,.278,.350,.278,.628,.312,70.7,0.02,-0.15,"6,500"
153,안익훈,2016,L,CF,68,52,45,13,12,0,1,0,14,4,1,1,6,0,0,9,0,1,0,.267,.353,.311,.664,.316,68.7,0.02,-0.19,"4,100"
154,장영석,2016,넥,1B,23,33,26,6,5,2,0,0,7,3,0,1,7,0,0,10,1,0,0,.192,.364,.269,.633,.321,73.6,0.02,0.14,"3,300"
155,김사훈,2016,롯,C,19,36,28,5,9,1,0,0,10,4,0,0,3,0,0,6,1,5,0,.321,.387,.357,.744,.307,68.0,0.02,-0.05,"2,900"
157,최정용,2016,S,2B,48,61,54,10,16,1,1,0,19,2,0,0,3,0,0,16,0,4,0,.296,.333,.352,.685,.300,63.5,0.01,-0.31,"2,700"
158,박계범,2016,삼,SS,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.01,0.00,"2,900"
159,김대우,2016,롯,,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.500,.000,.500,.373,108.5,0.01,-0.01,"3,800"
161,박세웅,2016,N,C,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.01,-0.06,"2,700"
163,이형종,2016,L,LF,61,147,124,14,35,4,2,1,46,14,1,0,15,2,0,20,3,5,1,.282,.366,.371,.737,.335,83.6,0.00,-0.16,"2,700"
164,정성곤,2016,k,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,0.00,"3,900"
,이태양,2016,한,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.06,"6,500"
,박희수,2016,S,P,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.00,"14,000"
167,지성준,2016,한,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
168,양성우,2016,한,RF,108,446,384,52,104,12,4,4,136,53,5,2,39,9,0,67,6,8,6,.271,.347,.354,.701,.324,76.1,0.00,0.47,"2,800"
169,윤길현,2016,롯,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"50,000"
,레일리,2016,롯,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"63,000"
,김재윤,2016,k,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"7,200"
,전유수,2016,S,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"13,000"
,최영필,2016,K,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"13,000"
,심동섭,2016,K,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"14,000"
,한승혁,2016,K,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"7,000"
,김선규,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"6,000"
,전상현,2016,K,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,장민재,2016,한,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,700"
,홍건희,2016,K,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"4,500"
,이현승,2016,두,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"40,000"
,송창식,2016,한,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"16,000"
,배힘찬,2016,K,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,300"
,진해수,2016,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"9,500"
,김세현,2016,넥,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"16,000"
,헥터,2016,K,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"170,000"
,마정길,2016,넥,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"20,000"
,정영일,2016,S,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,오재영,2016,넥,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"8,800"
,심재민,2016,k,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"4,700"
,박정진,2016,한,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"30,000"
,장현식,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,박세진,2016,k,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,이건욱,2016,S,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,박민석,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,김광수,2016,K,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"10,000"
,장필준,2016,삼,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,800"
,이정민,2016,롯,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"6,500"
,최동환,2016,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,500"
,박정배,2016,S,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"8,000"
,김대현,2016,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,임창용,2016,K,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"50,000"
,심창민,2016,삼,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"14,000"
,강동연,2016,두,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,800"
,김주한,2016,S,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,최금강,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"9,200"
,이민호,2016,N,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"13,500"
,배재환,2016,N,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,김경태,2016,한,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,000"
,한기주,2016,K,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"6,500"
,조한욱,2016,S,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,이정담,2016,S,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,윤지웅,2016,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"12,500"
,소사,2016,L,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"50,000"
,함덕주,2016,두,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"10,000"
,정용운,2016,K,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,800"
,엄상백,2016,k,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"6,000"
,임정우,2016,L,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"12,500"
,박준영,2016,N,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,박시영,2016,롯,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,로저스,2016,한,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"170,000"
,문광은,2016,S,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"6,000"
,배우열,2016,k,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,600"
,윤규진,2016,한,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"17,000"
,정대현,2016,롯,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"32,000"
,권혁,2016,한,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"45,000"
,김사율,2016,k,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"20,000"
,김진우,2016,K,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"12,000"
,원종현,2016,N,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"8,000"
,구창모,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,고봉재,2016,두,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,임대한,2016,삼,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,김승회,2016,S,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"22,000"
,채병용,2016,S,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"25,000"
,이현호,2016,두,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"6,800"
,홍성용,2016,k,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"7,000"
,이승현,2016,L,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,700"
,이재학,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"20,000"
,김진성,2016,N,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"15,000"
,손승락,2016,롯,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"70,000"
,박민호,2016,S,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"4,000"
,정우람,2016,한,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"120,000"
,김윤동,2016,K,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700"
,임정호,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"7,700"
,임창민,2016,N,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"17,400"
,홍성무,2016,k,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,600"
,신재웅,2016,S,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"16,500"
258,김택형,2016,넥,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.000,,,.747,,-0.01,0.01,"4,400"
259,고영우,2016,K,SS,63,81,70,18,15,3,0,0,18,4,3,2,7,3,0,15,1,1,0,.214,.313,.257,.570,.280,47.6,-0.01,-0.75,"6,000"
260,유재신,2016,넥,CF,93,74,62,20,16,0,0,0,16,6,16,7,10,0,0,12,0,2,0,.258,.361,.258,.619,.305,62.5,-0.01,-0.41,"6,000"
261,도태훈,2016,N,3B,6,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,.167,.286,.167,.452,.245,28.3,-0.02,0.04,"2,700"
262,김원석,2016,한,RF,11,9,8,2,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,.250,.333,.250,.583,.293,56.3,-0.02,-0.08,"3,000"
263,박용근,2016,k,3B,31,86,74,5,17,4,1,1,26,6,0,1,11,0,0,14,1,0,1,.230,.326,.351,.677,.316,71.0,-0.02,-0.10,"4,000"
264,정진철,2016,두,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.02,0.00,"2,700"
265,김만수,2016,k,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-133.8,-0.03,-0.00,"2,900"
266,우동균,2016,삼,RF,33,82,68,14,15,1,0,2,22,10,0,0,12,0,0,10,0,1,1,.221,.333,.324,.657,.309,67.1,-0.04,0.38,"5,500"
267,김선민,2016,k,2B,32,63,50,7,11,0,0,0,11,2,3,1,10,1,0,14,3,2,0,.220,.361,.220,.581,.296,57.1,-0.04,-0.21,"3,200"
269,이동훈,2016,한,RF,17,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.04,-0.06,"2,700"
271,이양기,2016,한,LF,17,58,52,5,15,2,0,1,20,9,0,0,2,2,0,8,6,1,1,.288,.333,.385,.718,.324,76.0,-0.05,0.51,"5,400"
272,강동관,2016,롯,C,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.05,-0.00,"2,700"
273,최용제,2016,두,C,4,11,9,0,2,0,0,0,2,1,0,0,1,0,0,2,1,1,0,.222,.300,.222,.522,.240,21.2,-0.05,-0.12,"2,700"
274,최재훈,2016,두,C,22,22,18,1,3,1,0,0,4,4,0,0,2,1,0,2,1,0,1,.167,.273,.222,.495,.247,27.2,-0.06,-0.19,"6,800"
275,이우성,2016,두,DH,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,.200,.200,.200,.400,.189,-13.1,-0.06,-0.02,"2,800"
276,성의준,2016,삼,3B,24,23,20,2,3,0,0,1,6,2,0,0,2,1,0,4,0,0,0,.150,.261,.300,.561,.263,36.8,-0.06,0.04,"3,000"
277,조평호,2016,N,DH,3,7,6,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,.167,.286,.167,.452,.242,24.4,-0.06,-0.30,"3,500"
278,홍창기,2016,L,LF,3,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.200,.000,.200,.155,-33.5,-0.07,-0.07,"2,700"
279,이성규,2016,삼,3B,6,6,4,2,1,0,0,0,1,0,0,0,0,0,0,3,0,2,0,.250,.250,.250,.500,.157,-31.1,-0.07,-0.08,"2,700"
280,박재욱,2016,L,C,26,50,47,5,12,2,0,0,14,4,0,0,2,0,0,9,3,1,0,.255,.286,.298,.584,.270,40.7,-0.07,-0.22,"2,700"
281,김지성,2016,L,SS,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-133.8,-0.07,-0.04,"3,800"
282,윤병호,2016,N,LF,11,9,9,3,1,0,0,1,4,3,0,0,0,0,0,3,0,0,0,.111,.111,.444,.556,.211,5.1,-0.08,-0.11,"2,900"
283,김주현,2016,한,,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.08,-0.01,"2,700"
284,강구성,2016,N,DH,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.08,-0.00,"2,700"
286,임석진,2016,S,,11,12,11,3,2,0,0,0,2,0,0,0,1,0,0,6,0,0,0,.182,.250,.182,.432,.220,10.2,-0.09,-0.18,"2,700"
287,이재율,2016,N,CF,32,13,13,9,2,0,0,0,2,0,8,1,0,0,0,3,0,0,0,.154,.154,.154,.308,.145,-37.7,-0.10,0.09,"2,700"
288,허정협,2016,넥,RF,13,20,17,0,3,0,0,0,3,1,0,0,3,0,0,7,1,0,0,.176,.300,.176,.477,.254,29.3,-0.10,-0.12,"3,000"
289,이여상,2016,롯,SS,61,83,72,10,18,3,1,0,23,7,2,2,7,0,0,25,0,3,1,.250,.313,.319,.632,.287,55.6,-0.10,0.09,"3,600"
290,이현석,2016,S,C,11,11,11,1,2,0,0,0,2,0,0,0,0,0,0,8,1,0,0,.182,.182,.182,.364,.172,-19.3,-0.10,-0.08,"2,700"
291,정범모,2016,한,C,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,-133.8,-0.10,-0.00,"6,000"
292,김주현,2016,롯,LF,21,33,29,4,6,4,0,0,10,1,1,0,3,0,0,12,0,1,0,.207,.281,.345,.626,.279,47.6,-0.11,-0.46,"3,300"
293,배정대,2016,k,CF,65,55,50,10,13,1,0,0,14,3,2,1,4,0,0,18,0,1,0,.260,.315,.280,.595,.283,48.6,-0.12,0.08,"3,500"
294,김진곤,2016,k,,13,8,8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.125,.125,.125,.250,.118,-57.6,-0.12,-0.18,"3,500"
297,장준원,2016,L,SS,14,15,13,2,1,0,0,0,1,0,0,0,2,0,0,3,0,0,0,.077,.200,.077,.277,.162,-27.7,-0.13,-0.04,"3,000"
298,안치홍,2016,K,2B,10,43,36,3,8,2,0,0,10,1,0,0,5,0,0,8,2,1,1,.222,.310,.278,.587,.278,46.4,-0.13,-0.40,"15,000"
299,나성용,2016,삼,DH,6,13,12,1,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,.167,.231,.167,.397,.203,-1.7,-0.13,-0.26,"3,700"
300,채태인,2016,넥,1B,124,417,370,29,106,14,3,7,147,72,0,1,36,2,1,92,13,0,9,.286,.345,.397,.743,.339,84.1,-0.14,1.79,"30,000"
301,이종환,2016,한,,31,33,29,3,8,1,0,0,9,4,0,0,3,0,2,10,1,0,1,.276,.333,.310,.644,.278,47.9,-0.14,-0.28,"6,200"
302,김영환,2016,k,,12,12,12,2,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,.167,.167,.167,.333,.157,-32.5,-0.15,0.01,"3,700"
303,김사연,2016,k,RF,20,63,56,6,14,1,0,0,15,4,1,2,7,0,0,10,3,0,0,.250,.333,.268,.601,.298,58.8,-0.15,-0.28,"4,500"
304,최병연,2016,K,SS,12,9,8,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.111,.000,.111,.083,-79.5,-0.15,-0.22,"3,000"
305,주효상,2016,넥,C,12,19,18,3,4,1,0,0,5,3,0,0,1,0,0,9,0,0,0,.222,.263,.278,.541,.255,29.2,-0.15,0.05,"2,700"
307,강민국,2016,N,SS,24,26,23,2,3,1,0,1,7,1,0,0,2,0,0,9,1,1,0,.130,.200,.304,.504,.216,7.9,-0.15,-0.13,"2,700"
308,최윤석,2016,한,SS,11,17,16,2,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,.125,.177,.125,.302,.155,-33.4,-0.16,-0.21,"5,700"
311,황윤호,2016,N,3B,33,12,12,7,1,0,0,0,1,2,1,0,0,0,0,5,0,0,0,.083,.083,.083,.167,.079,-81.4,-0.17,-0.25,"2,700"
312,김인태,2016,두,LF,14,19,18,0,3,1,0,0,4,3,0,0,1,0,0,4,0,0,0,.167,.211,.222,.433,.206,-0.1,-0.17,-0.40,"2,800"
313,김회성,2016,한,1B,28,58,45,12,9,0,0,1,12,8,0,0,9,2,0,17,1,0,2,.200,.345,.267,.612,.305,63.5,-0.18,0.01,"5,500"
314,강한울,2016,K,SS,104,322,298,36,81,13,3,0,100,27,7,3,15,0,0,46,2,9,0,.272,.307,.336,.642,.291,55.3,-0.18,-0.74,"6,000"
315,안중열,2016,롯,C,19,29,28,2,5,1,0,0,6,3,0,0,1,0,0,9,0,0,0,.179,.207,.214,.421,.200,-2.5,-0.18,-0.20,"4,000"
317,박윤,2016,넥,1B,7,12,11,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,.091,.167,.091,.258,.141,-42.9,-0.19,-0.06,"4,000"
318,김정혁,2016,삼,3B,46,118,106,13,25,1,1,2,34,11,1,1,9,1,0,25,3,1,1,.236,.299,.321,.620,.288,53.1,-0.19,-0.88,"3,300"
319,김민하,2016,롯,CF,46,49,45,8,9,1,0,1,13,1,4,0,1,1,0,19,2,2,0,.200,.234,.289,.523,.231,17.3,-0.20,-0.90,"4,000"
320,서예일,2016,두,SS,31,21,19,3,2,0,0,0,2,0,0,0,2,0,0,8,1,0,0,.105,.191,.105,.296,.161,-29.5,-0.22,-0.18,"2,700"
321,윤진호,2016,L,SS,34,23,21,3,4,0,0,0,4,0,1,0,0,0,0,6,1,2,0,.190,.191,.190,.381,.164,-28.3,-0.22,0.03,"3,300"
322,정현석,2016,한,LF,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,.000,.000,.000,.000,.000,-133.8,-0.22,-0.20,"9,500"
323,심우준,2016,k,SS,122,251,236,36,57,9,1,3,77,17,17,1,8,0,0,40,5,5,2,.242,.264,.326,.591,.264,37.0,-0.22,-0.81,"3,500"
324,홍재호,2016,K,2B,22,16,13,4,1,0,0,0,1,1,0,0,2,0,0,3,0,0,1,.077,.188,.077,.264,.152,-34.6,-0.23,-0.05,"3,400"
325,한승택,2016,K,C,27,30,28,1,5,0,0,0,5,5,0,0,1,0,0,8,0,1,0,.179,.207,.179,.386,.182,-16.1,-0.23,0.12,"2,700"
326,김대륙,2016,롯,SS,58,59,49,5,7,1,2,0,12,5,0,0,5,3,0,20,0,1,1,.143,.259,.245,.504,.241,26.3,-0.24,-0.01,"3,200"
327,오선진,2016,한,2B,57,53,43,6,7,0,0,0,7,3,0,0,5,2,0,8,0,3,0,.163,.280,.163,.443,.224,11.5,-0.24,0.32,"8,000"
328,김민준,2016,넥,RF,20,13,12,4,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,.083,.154,.083,.237,.130,-50.1,-0.24,-0.19,"2,700"
329,윤완주,2016,K,2B,34,34,30,5,5,0,0,1,8,2,0,0,2,0,0,6,0,1,1,.167,.212,.267,.479,.211,3.0,-0.24,-0.32,0
